,City Name,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,kushiro,42.98,144.37,55.4,58,75,9.17,JP,1603505021
288,codrington,-38.27,141.97,51.71,68,79,18.23,AU,1603505021
289,coihaique,-45.58,-72.07,50.0,76,100,3.36,CL,1603505022
290,sistranda,63.73,8.83,37.4,64,0,10.29,NO,1603505022
291,luwuk,-0.95,122.79,87.42,60,6,3.74,ID,1603505022
292,road town,18.42,-64.62,83.34,91,0,1.99,VG,1603505022
293,bouza,14.42,6.04,81.18,16,0,8.75,NE,1603505026
294,yaan,7.38,8.57,73.18,95,94,5.46,NG,1603505026
295,cotonou,6.37,2.42,78.67,87,36,10.22,BJ,1603505015
296,havoysund,71.0,24.66,35.6,93,75,32.21,NO,1603505026
297,kudahuvadhoo,2.67,72.89,82.31,78,56,12.82,MV,1603505026
298,pangai,-19.8,-174.35,78.8,78,75,16.11,TO,1603505027
299,amuntai,-2.42,115.25,91.65,52,0,2.06,ID,1603505027
300,port blair,11.67,92.75,83.17,76,7,6.06,IN,1603505027
301,gazli,40.13,63.45,44.67,56,98,8.3,UZ,1603505027
302,muntenii de jos,46.62,27.77,45.7,100,100,3.36,RO,1603505027
303,jiayuguan,39.82,98.3,49.77,39,0,0.98,CN,1603505008
304,tura,25.52,90.22,70.23,99,100,4.07,IN,1603505027
305,senno,59.53,33.92,39.78,82,90,11.05,RU,1603505027
306,floro,61.6,5.03,44.6,81,100,17.22,NO,1603505027
307,venado tuerto,-33.75,-61.97,64.99,96,3,8.01,AR,1603505028
308,faanui,-16.48,-151.75,79.25,69,100,6.29,PF,1603505028
309,saint simons,31.14,-81.39,70.61,94,1,5.82,US,1603504973
310,martinsville,36.69,-79.87,61.7,100,1,3.51,US,1603505028
311,pervomayskoye,43.92,46.71,53.73,75,0,3.67,RU,1603505028
312,antofagasta,-23.65,-70.4,57.2,87,90,10.29,CL,1603504817
313,taitung,22.76,121.14,73.4,56,75,10.29,TW,1603504945
314,onega,63.91,38.14,35.26,97,100,17.05,RU,1603505028
315,pevek,69.7,170.31,26.47,93,26,6.53,RU,1603505028
316,chambery,45.57,5.93,50.22,100,90,4.7,FR,1603505028
317,gigmoto,13.78,124.39,86.31,65,100,2.73,PH,1603505029
318,bhola,22.68,90.65,76.44,93,98,10.51,BD,1603505029
319,karasjok,69.47,25.51,37.4,93,100,24.16,NO,1603505029
320,vao,-22.67,167.48,73.85,86,2,16.28,NC,1603505029
321,pilot butte,50.47,-104.42,21.09,53,90,5.82,CA,1603505029
322,natal,-5.79,-35.21,77.0,94,75,5.82,BR,1603505024
323,chara,56.91,118.26,30.33,89,91,0.67,RU,1603505029
324,rio gallegos,-51.62,-69.22,44.6,75,0,8.05,AR,1603505029
325,ayr,55.46,-4.63,48.54,81,40,12.75,GB,1603505029
326,oltu,40.55,42.0,49.44,46,0,1.57,TR,1603505029
327,poum,-20.23,164.02,78.37,73,0,13.67,NC,1603505030
328,abu dhabi,24.47,54.37,77.49,61,0,12.93,AE,1603504958
329,chilca,-12.52,-76.74,62.92,82,75,8.05,PE,1603505030
330,boyolangu,-8.12,111.89,83.84,67,33,6.15,ID,1603505030
331,rosarito,32.33,-117.03,67.41,56,75,5.82,MX,1603505030
332,bandarbeyla,9.49,50.81,76.17,73,95,3.0,SO,1603505030
333,yeppoon,-23.13,150.73,80.6,61,90,12.75,AU,1603505030
334,petukhovo,55.07,67.9,21.76,91,0,6.49,RU,1603505030
335,qui nhon,13.77,109.23,77.47,70,100,4.23,VN,1603505030
336,waterloo,43.47,-80.52,61.9,88,75,18.34,CA,1603504883
337,teya,60.38,92.63,23.86,96,32,3.02,RU,1603505031
338,abay,49.63,72.85,21.2,85,90,8.95,KZ,1603505031
339,sinzheim,48.76,8.17,56.1,100,36,6.93,DE,1603505031
340,pangody,65.85,74.49,13.32,95,93,9.46,RU,1603505031
341,cayenne,4.93,-52.33,77.0,100,20,8.32,GF,1603505031
342,bjornevatn,69.67,29.98,32.0,99,100,9.17,NO,1603505031
343,oranjestad,12.52,-70.03,84.2,79,20,17.22,AW,1603505031
344,colac,-38.33,143.58,47.35,93,94,1.01,AU,1603505031
345,agnibilekrou,7.13,-3.2,69.51,98,69,1.83,CI,1603505031
346,avanigadda,16.02,80.92,78.8,83,20,2.24,IN,1603505031
347,yulara,-25.24,130.99,68.0,45,75,9.17,AU,1603505032
348,gunnedah,-30.98,150.25,68.0,94,75,17.22,AU,1603505036
349,bethel,41.37,-73.41,60.35,97,97,4.34,US,1603505036
350,wewak,-3.55,143.63,85.12,64,4,3.76,PG,1603505036
351,montes claros,-16.73,-43.86,67.71,82,89,5.46,BR,1603504808
352,otane,-39.88,176.63,73.0,64,25,1.99,NZ,1603505036
353,axim,4.87,-2.24,76.66,89,71,4.32,GH,1603505036
354,kailua,21.4,-157.74,77.67,83,90,8.08,US,1603505036
355,vangaindrano,-23.35,47.6,71.24,90,93,5.46,MG,1603505037
356,mitu,1.2,-70.17,72.86,94,100,1.41,CO,1603505037
357,san ramon de la nueva oran,-23.13,-64.33,86.0,56,63,1.39,AR,1603505037
358,praya,14.92,-23.51,78.8,78,40,18.34,CV,1603504970
359,ranau,5.95,116.66,81.59,74,20,6.93,MY,1603504784
360,merauke,-8.47,140.33,86.59,64,33,5.12,ID,1603505037
361,trincomalee,8.57,81.23,81.66,74,75,17.11,LK,1603505037
362,masyaf,35.07,36.34,66.2,45,0,4.7,SY,1603505037
363,lashio,22.93,97.75,69.62,79,100,1.36,MM,1603505046
364,san juan,-31.54,-68.54,75.07,52,0,11.54,AR,1603504926
365,aswan,24.09,32.91,73.9,34,0,12.44,EG,1603505050
366,takaka,-40.85,172.8,66.0,67,0,7.0,NZ,1603505050
367,bikaner,28.02,73.3,75.07,19,0,6.4,IN,1603504809
368,san cosme y damian,-27.32,-56.35,78.8,65,0,5.82,PY,1603505050
369,plettenberg bay,-34.05,23.37,64.33,86,49,7.11,ZA,1603505050
370,pontes e lacerda,-15.23,-59.34,73.38,86,93,2.08,BR,1603505050
371,traverse city,44.76,-85.62,37.0,82,90,16.11,US,1603504875
372,kartaly,53.05,60.65,29.86,98,100,15.86,RU,1603505051
373,ratnagiri,16.98,73.3,77.61,89,58,7.02,IN,1603505051
374,nanortalik,60.14,-45.24,34.18,89,99,2.55,GL,1603505051
375,sulangan,11.14,123.72,82.15,78,95,13.11,PH,1603505051
376,champasak,14.75,106.0,68.0,77,40,2.24,LA,1603505051
377,wattegama,6.8,81.48,77.0,100,20,2.24,LK,1603505051
378,vanimo,-2.67,141.3,84.18,74,68,4.5,PG,1603505051
379,surt,31.21,16.59,66.69,65,0,2.1,LY,1603505051
380,tocopilla,-22.09,-70.2,62.53,63,19,5.46,CL,1603505051
381,denpasar,-8.65,115.22,87.8,79,40,9.17,ID,1603504977
382,kununurra,-15.77,128.73,95.0,47,49,5.82,AU,1603505052
383,colborne,44.0,-77.88,63.55,72,90,16.11,CA,1603505052
384,karratha,-20.74,116.85,82.67,31,0,12.3,AU,1603505052
385,san jeronimo,-11.95,-75.28,53.13,64,100,7.16,PE,1603505052
386,basco,20.45,121.97,77.56,86,100,36.91,PH,1603505052
387,santa maria del oro,25.93,-105.37,67.05,34,0,6.46,MX,1603505052
388,gemena,3.25,19.77,71.06,96,100,1.3,CD,1603505052
389,oranjemund,-28.55,16.43,57.51,87,0,5.5,NA,1603505052
390,sao filipe,14.9,-24.5,79.95,79,82,10.67,CV,1603504813
391,seltso,53.37,34.1,46.67,96,78,5.93,RU,1603505052
392,la baule-escoublac,47.29,-2.36,59.0,100,100,17.22,FR,1603505057
393,oriximina,-1.77,-55.87,82.08,61,8,2.62,BR,1603505061
394,itarantim,-15.66,-40.07,67.41,96,43,1.25,BR,1603505061
395,walvis bay,-22.96,14.51,58.48,87,3,1.12,NA,1603505061
396,ust-kuyga,70.02,135.6,17.71,88,68,12.73,RU,1603505061
397,linqiong,30.42,103.46,63.64,100,40,0.36,CN,1603504834
398,marsabit,2.33,37.99,66.13,77,99,18.9,KE,1603505061
399,changji,44.02,87.32,46.4,65,75,6.71,CN,1603505061
400,sao felix do xingu,-6.64,-51.99,73.85,93,100,0.78,BR,1603505062
401,dubbo,-32.25,148.62,73.4,69,90,16.11,AU,1603505066
402,alyangula,-13.85,136.42,91.4,49,16,12.75,AU,1603505066
403,torquay,50.46,-3.51,52.95,90,100,4.0,GB,1603505066
404,velikooktyabrskiy,57.43,33.82,43.57,84,59,10.8,RU,1603505066
405,dunedin,-45.87,170.5,66.99,58,51,10.0,NZ,1603504987
406,pisco,-13.7,-76.22,62.33,82,0,14.99,PE,1603505066
407,novo selo,41.41,22.88,58.12,44,5,2.64,MK,1603505066
408,owensboro,37.77,-87.11,50.0,93,90,16.11,US,1603504859
409,gamboma,-1.88,15.86,73.11,92,100,2.73,CG,1603505067
410,jiwani,25.05,61.74,76.37,30,0,23.58,PK,1603505067
411,ikalamavony,-21.15,46.58,60.75,81,9,5.26,MG,1603505067
412,dalbeattie,54.93,-3.82,48.0,88,100,15.99,GB,1603505067
413,fort nelson,58.81,-122.7,24.8,41,20,4.7,CA,1603504803
414,te anau,-45.42,167.72,59.05,64,100,10.49,NZ,1603505071
415,laguna,38.42,-121.42,73.13,35,1,6.93,US,1603505071
416,saint-pierre,-21.34,55.48,66.67,73,20,5.82,RE,1603505071
417,am timan,11.03,20.28,74.79,59,79,2.84,TD,1603505071
418,kuah,6.33,99.84,84.2,83,20,3.36,MY,1603504982
419,port hardy,50.7,-127.42,44.6,87,75,2.24,CA,1603504802
420,skjervoy,70.03,20.97,39.78,86,100,24.94,NO,1603505076
421,kathmandu,27.72,85.32,62.6,88,20,2.24,NP,1603504818
422,dir,35.21,71.88,52.11,42,0,6.06,PK,1603505076
423,okhotsk,59.38,143.3,40.91,92,100,17.76,RU,1603505076
424,ngunguru,-35.62,174.5,65.34,76,2,10.83,NZ,1603505076
425,chicama,-7.84,-79.15,63.36,80,92,3.42,PE,1603505076
426,vinstra,61.6,9.75,33.89,88,100,0.74,NO,1603505076
427,jumla,29.27,82.18,51.26,46,0,3.33,NP,1603505039
428,taiyuan,37.87,112.56,48.2,29,0,4.47,CN,1603505077
429,fez,34.04,-5.0,53.6,93,75,6.93,MA,1603505012
430,turukhansk,65.82,87.98,7.83,95,97,9.78,RU,1603505077
431,salalah,17.02,54.09,71.6,28,0,3.36,OM,1603505077
432,russell,32.35,-85.2,69.58,94,1,3.0,US,1603504802
433,broome,42.25,-75.83,62.51,77,20,9.17,US,1603504940
434,la brea,15.8,-85.97,77.25,89,100,1.61,HN,1603505077
435,mangan,27.52,88.53,77.23,22,0,1.1,IN,1603505077
436,tapes,-30.67,-51.4,67.14,94,100,5.59,BR,1603505077
437,tefe,-3.35,-64.71,74.75,96,100,1.48,BR,1603505077
438,kibala,9.11,18.35,77.0,83,20,2.24,TD,1603505078
439,mayo,38.89,-76.51,64.27,93,1,6.93,US,1603505078
440,sola,-13.88,167.55,79.65,81,81,17.96,VU,1603505078
441,srednekolymsk,67.45,153.68,22.66,92,0,3.15,RU,1603505078
442,east london,-33.02,27.91,69.24,78,46,9.98,ZA,1603505043
443,parakou,9.34,2.63,70.84,85,46,3.67,BJ,1603505078
444,bulgan,48.81,103.53,38.46,68,100,1.3,MN,1603505078
445,grand gaube,-20.01,57.66,70.0,74,68,1.99,MU,1603505078
446,lensk,60.73,114.93,31.78,94,59,2.55,RU,1603505078
447,etchoropo,26.77,-109.67,82.99,59,0,1.01,MX,1603505078
448,amagi,33.42,130.65,64.42,50,0,1.01,JP,1603505079
449,sumbe,-11.21,13.84,74.61,86,97,5.46,AO,1603505079
450,bitkine,11.98,18.21,79.41,23,1,4.94,TD,1603505079
451,avera,33.19,-82.53,67.66,100,1,3.36,US,1603505079
452,alofi,-19.06,-169.92,80.6,74,38,20.8,NU,1603505033
453,morris,40.83,-74.53,61.47,95,45,1.01,US,1603504900
454,puntarenas,9.98,-84.84,71.6,100,75,3.36,CR,1603505079
455,zhezkazgan,47.8,67.71,25.47,89,0,5.08,KZ,1603505079
456,arlit,18.74,7.39,78.91,16,0,11.63,NE,1603505079
457,linfen,36.09,111.52,56.82,35,96,5.06,CN,1603505080
458,tiznit,29.58,-9.5,62.51,64,100,0.65,MA,1603505080
459,saldanha,-33.01,17.94,60.8,82,15,4.7,ZA,1603505080
460,yar-sale,66.83,70.83,21.54,97,100,8.5,RU,1603505080
461,kitimat,54.05,-128.65,32.0,69,7,7.27,CA,1603505080
462,matara,5.95,80.54,80.4,80,71,9.28,LK,1603505084
463,cocoa,28.39,-80.74,77.99,74,40,3.36,US,1603505084
464,honiara,-9.43,159.95,87.8,74,40,9.17,SB,1603505084
465,qarchi gak,37.04,66.79,46.42,43,5,2.24,AF,1603505084
466,hit,33.64,42.83,70.0,24,96,10.02,IQ,1603505085
467,presidencia roque saenz pena,-26.79,-60.44,77.0,75,2,3.0,AR,1603505085
468,thunder bay,48.4,-89.32,25.83,79,20,2.24,CA,1603504931
469,akureyri,65.68,-18.09,41.0,80,90,6.93,IS,1603505085
470,male,4.17,73.51,82.4,83,75,11.41,MV,1603505085
471,aranos,-24.13,19.12,69.24,24,60,6.71,NA,1603505085
472,luanda,-8.84,13.23,77.0,78,75,9.17,AO,1603504924
473,naraini,25.18,80.48,73.71,46,0,5.14,IN,1603505085
474,pimentel,-6.84,-79.93,62.53,85,94,10.92,PE,1603505085
475,hamilton,39.18,-84.53,62.53,88,90,11.41,US,1603504797
476,quelimane,-17.88,36.89,66.63,96,2,3.15,MZ,1603505085
477,monteiro,-7.89,-37.12,67.73,85,0,7.43,BR,1603505086
478,gawler,-34.6,138.73,60.62,66,90,8.99,AU,1603504802
479,veraval,20.9,70.37,80.58,53,0,6.13,IN,1603505086
480,ladario,-19.0,-57.6,73.24,95,100,3.24,BR,1603505086
481,jining,35.41,116.58,57.0,1,0,6.08,CN,1603505086
482,hay river,60.82,-115.8,19.4,73,20,6.93,CA,1603504978
483,roald,62.58,6.13,40.68,56,100,16.11,NO,1603505086
484,sao raimundo das mangabeiras,-7.02,-45.48,80.51,60,26,1.03,BR,1603504793
485,canavieiras,-15.68,-38.95,73.17,92,86,2.44,BR,1603505086
486,back mountain,41.34,-76.0,63.34,85,11,1.99,US,1603504858
487,hwange,-18.37,26.5,70.0,38,3,2.35,ZW,1603505087
488,adelaide,-34.93,138.6,58.26,58,40,21.92,AU,1603504865
489,lagoa,39.05,-27.98,66.7,81,47,24.54,PT,1603505087
490,asau,46.43,26.4,47.89,100,0,4.7,RO,1603505087
491,xichang,27.9,102.26,59.22,60,26,1.99,CN,1603505087
492,darhan,49.49,105.92,39.11,69,100,3.47,MN,1603505087
493,lazaro cardenas,17.96,-102.2,80.47,84,90,4.32,MX,1603505087
494,mirnyy,62.54,113.96,24.8,58,0,11.18,RU,1603505087
495,seymchan,62.88,152.43,32.04,92,55,4.76,RU,1603505087
496,henderson,36.04,-114.98,71.53,26,1,6.93,US,1603505074
497,moose factory,51.26,-80.61,33.8,74,90,6.93,CA,1603505087
498,brejo santo,-7.49,-38.99,76.42,65,56,3.89,BR,1603505088
499,winnemucca,40.97,-117.74,53.6,17,1,1.21,US,1603505002
500,klaksvik,62.23,-6.59,42.8,100,100,6.93,FO,1603505088
501,rio grande,-32.03,-52.1,63.0,96,100,8.43,BR,1603505088
502,kachug,53.96,105.88,36.23,81,1,1.23,RU,1603505088
503,itarema,-2.92,-39.92,79.3,81,11,16.06,BR,1603505088
504,bendigo,-36.77,144.28,54.59,67,100,12.68,AU,1603504943
505,bom jesus,-9.07,-44.36,79.41,44,66,1.9,BR,1603505088
506,metkovic,43.05,17.65,46.4,87,0,2.24,HR,1603505088
507,kroya,-7.63,109.25,73.99,70,15,6.49,ID,1603505088
508,tevaitoa,-16.78,-151.5,79.99,69,100,7.83,PF,1603505089
509,manbij,36.53,37.95,55.4,50,0,7.31,SY,1603505089
510,litovko,49.24,135.17,33.91,99,100,9.26,RU,1603505089
511,tucupita,9.06,-62.05,74.19,93,14,3.53,VE,1603505089
512,jeremie,18.65,-74.12,80.94,71,100,4.61,HT,1603505089
513,khash,28.22,61.22,44.26,51,0,5.99,IR,1603505089
514,kulhudhuffushi,6.62,73.07,81.7,77,33,10.4,MV,1603505050
515,orichi,58.4,49.06,37.89,99,100,5.68,RU,1603504913
516,itaituba,-4.28,-55.98,77.95,81,59,2.3,BR,1603505089
517,ukiah,39.15,-123.21,61.86,40,1,4.7,US,1603504362
518,elizabeth city,36.29,-76.25,61.99,93,1,3.36,US,1603505089
519,mehamn,71.04,27.85,36.91,92,100,28.16,NO,1603505090
520,udachnyy,66.42,112.4,14.0,72,0,8.95,RU,1603505090
521,bilibino,68.05,166.44,19.08,90,0,0.58,RU,1603505094
522,namibe,-15.2,12.15,69.22,83,79,6.33,AO,1603505094
523,galle,6.04,80.22,80.35,83,67,9.8,LK,1603505094
524,ternate,0.8,127.4,84.51,73,34,5.73,ID,1603505094
525,cobh,51.86,-8.3,53.6,93,75,33.33,IE,1603505094
526,dwarka,22.24,68.97,81.64,58,0,5.99,IN,1603505094
527,murray bridge,-35.12,139.27,54.03,82,85,22.28,AU,1603505095
528,homer,59.64,-151.55,44.15,61,90,8.05,US,1603505095
529,suaita,6.1,-73.44,60.15,96,99,0.76,CO,1603505095
530,capitan bado,-23.27,-55.53,72.73,77,49,4.09,PY,1603505095
531,katangli,51.71,143.23,47.98,90,92,17.87,RU,1603505095
532,chimoio,-19.12,33.48,62.28,100,0,8.05,MZ,1603505099
533,tautira,-17.73,-149.15,82.18,69,75,12.75,PF,1603505103
534,beringovskiy,63.05,179.32,33.73,90,100,22.21,RU,1603505104
535,bramsche,52.4,7.98,53.67,91,43,5.01,DE,1603505104
536,povenets,62.85,34.83,30.72,95,0,10.04,RU,1603505104
537,hofn,64.25,-15.21,44.55,88,100,15.97,IS,1603505104
538,akbarpur,26.42,82.55,74.62,48,0,3.6,IN,1603505108
539,balkhash,46.84,74.98,31.93,83,0,8.97,KZ,1603505108
540,butia,-30.12,-51.96,65.68,95,98,3.09,BR,1603505108
541,las choapas,17.93,-94.08,76.48,92,70,4.83,MX,1603505108
542,ambilobe,-13.2,49.05,68.0,76,0,4.83,MG,1603505108
543,chortomlyk,47.62,34.14,57.22,91,85,7.09,UA,1603505109
544,pahalgam,34.03,75.33,44.08,56,0,2.55,IN,1603505109
545,saint-louis,16.33,-15.0,89.37,16,0,9.93,SN,1603505109
546,moyeuvre-grande,49.25,6.05,54.09,94,2,1.99,FR,1603505109
547,motygino,58.18,94.76,29.91,96,48,7.4,RU,1603505109
548,liwale,-9.77,37.93,69.37,91,21,2.37,TZ,1603505109
549,tikapur,28.5,81.13,75.0,93,0,2.84,NP,1603505109
550,clarksdale,34.2,-90.57,67.53,100,100,13.87,US,1603505109
551,port shepstone,-30.74,30.45,68.74,89,100,15.52,ZA,1603505109
552,kirakira,-10.45,161.92,83.17,78,78,8.05,SB,1603505109
553,hermiston,45.84,-119.29,47.32,57,90,8.05,US,1603505110
554,mahina,-17.51,-149.49,82.2,69,75,12.75,PF,1603505110
555,dalbandin,28.89,64.41,49.28,47,0,3.42,PK,1603505110
556,zitiste,45.48,20.55,46.4,100,100,2.24,RS,1603505110
557,toshkivka,48.78,38.58,54.73,93,100,9.64,UA,1603505110
558,mount gambier,-37.83,140.77,55.4,62,90,20.8,AU,1603505110
559,makaha,21.47,-158.22,80.44,88,75,4.7,US,1603505114
560,sao jose da coroa grande,-8.9,-35.15,76.3,86,7,10.16,BR,1603505114
561,guadix,37.3,-3.14,45.88,81,0,1.99,ES,1603505115
562,marchena,37.33,-5.42,57.36,93,0,2.24,ES,1603505115
563,jardim,-21.48,-56.14,71.69,94,80,0.78,BR,1603505115
564,cauquenes,-35.97,-72.32,46.33,76,8,2.91,CL,1603505115
565,kenai,60.55,-151.26,39.87,60,90,16.11,US,1603505115
566,rio verde de mato grosso,-18.92,-54.84,72.9,84,100,4.38,BR,1603505115
567,akyab,20.15,92.9,81.59,85,100,13.78,MM,1603505115
568,prince george,53.92,-122.75,20.68,48,1,11.41,CA,1603504818
569,abong mbang,3.98,13.18,68.38,98,100,2.06,CM,1603505116
570,barnala,30.38,75.55,66.87,27,0,2.77,IN,1603504933
571,mwingi,-0.93,38.06,64.71,81,14,5.48,KE,1603505116
572,leningradskiy,69.38,178.42,23.27,91,1,4.74,RU,1603505116
573,herat,34.5,62.0,46.4,42,0,2.24,AF,1603505116
574,wajima,37.4,136.9,55.4,82,20,6.93,JP,1603505116
575,tuy hoa,13.08,109.3,76.75,73,100,3.0,VN,1603505116
576,tabas,33.6,56.92,52.86,46,0,3.24,IR,1603505116
577,north bend,43.41,-124.22,56.01,100,90,5.82,US,1603505117
